C0000744	abetalipoproteinemia
C4015095	muscular dystrophy-dystroglycanopathy (limb-girdle), type c, 7
C4015119	epileptic encephalopathy, early infantile, 26
C4015128	porokeratosis 8, disseminated superficial actinic type
C4015129	46,xy sex reversal 9
C4015130	inflammatory skin and bowel disease, neonatal, 2
C4015146	retinal dystrophy with inner retinal dysfunction and ganglion cell abnormalities
C4015156	microcephaly 12, primary, autosomal recessive
C4015160	pontocerebellar hypoplasia, type 1c
C4015172	sideroblastic anemia with b-cell immunodeficiency, periodic fevers, and developmental delay
C4015184	muscular dystrophy-dystroglycanopathy (limb-girdle), type c, 12
C4015186	monocarboxylate transporter 1 deficiency
C4015202	palmoplantar keratoderma and woolly hair
C4015214	autoimmune lymphoproliferative syndrome, type v
C4015235	psoriasis 15, pustular, susceptibility to
C4015242	retinal dystrophy, juvenile cataracts, and short stature syndrome
C4015253	mitochondrial complex iii deficiency, nuclear type 9
C4015261	polyendocrine-polyneuropathy syndrome
C4015276	familial cold autoinflammatory syndrome 4
C4015283	mental retardation, autosomal recessive 46
C4015285	cardiac conduction disease with or without dilated cardiomyopathy
C4015286	macular degeneration, early-onset
C4015293	immunodeficiency 38 with basal ganglia calcification
C4015301	spinocerebellar ataxia, autosomal recessive 17
C4015307	perrault syndrome 5
C4015316	epileptic encephalopathy, early infantile, 27
C4015323	leukodystrophy, hypomyelinating, 9
C4015342	macular dystrophy, vitelliform, 4
C4015343	macular dystrophy, vitelliform, 5
C4015344	peroxisomal fatty acyl-coa reductase 1 disorder
C4015349	charcot-marie-tooth disease, axonal, type 2s
C4015357	mental retardation, autosomal dominant 31
C4015360	nemaline myopathy 10
C4015368	aortic aneurysm, familial thoracic 9
C4015371	macular dystrophy with central cone involvement
C4015395	generalized epilepsy with febrile seizures plus, type 9
C4015405	bleeding disorder, platelet-type, 19
C4015409	ovarian dysgenesis 4
C4015420	epilepsy, progressive myoclonic 7
C4015436	ataxia, combined cerebellar and peripheral, with hearing loss and diabetes mellitus
C4015447	combined oxidative phosphorylation deficiency 23
C4015452	polyglucosan body myopathy 2
C4015461	ruijs-aalfs syndrome
C4015474	chronic atrial and intestinal dysrhythmia
C4015495	cerebellofaciodental syndrome
C4015505	spinocerebellar ataxia, autosomal recessive 18
C4015512	amyotrophic lateral sclerosis 22 with or without frontotemporal dementia
C4015513	myopathy, isolated mitochondrial, autosomal dominant
C4015519	epileptic encephalopathy, early infantile, 28
C4015525	lissencephaly 6 with microcephaly
C4015537	thrombocytopenia 5
C4015552	fibrosis of extraocular muscles, congenital, 5
C4015555	focal segmental glomerulosclerosis 9
C4015557	amelogenesis imperfecta, type ih
C4015596	myasthenic syndrome, congenital, 15
C4015597	myasthenic syndrome, congenital, 14
C4015619	epilepsy, progressive myoclonic, 8
C4015624	myopathy, vacuolar, with casq1 aggregates
C4015643	combined oxidative phosphorylation deficiency 24
C4015671	long qt syndrome 14
C4015686	lethal congenital contracture syndrome 6
C4015695	long qt syndrome 15
C4015701	meckel syndrome 12
C4015710	tenorio syndrome
C4015728	neurologic, endocrine, and pancreatic disease, multisystem, infantile-onset
C4015729	peeling skin syndrome 3
C4016741	immunodeficiency 32b
C4017171	trichothiodystrophy 3, photosensitive
C4018849	abnormal fear/anxiety-related behavior
C4018860	pituitary growth hormone cell adenoma
C4018871	abnormality of the respiratory system
C4020689	insertional polydactyly
C4020691	partial/complete duplication of the phalanges of the hallux
C4020697	giant cell hepatitis on liver biopsy
C4020699	congenital dermal melanocytosis
C4020704	sertoli cell neoplasm
C4020705	glomerulocystic disease
C4020707	aplasia/hypoplasia of the nares
C4020709	neoplasia of the biliary tract
C4020713	penile melanosis
C4020732	mitochondrial abnormalities
C4020734	nystagmus, continuous pendular
C4020742	familial primary hyperaldosteronism type 2
C4020743	glucocorticoid-remediable familial primary aldosteronism
C4020744	familial primary hyperaldosteronism type 1
C4020753	intimal fibrosis
C4020755	abnormality of fontanelles
C4020759	pointed incisor
C4020768	abnormal ossification involving bones of the feet
C4020772	hypoplastic palate
C4020773	hypoplasia/agenesis of distal phalanges of toes
C4020778	maternal hyperglycemia
C4020781	fusion of the terminal and middle phalanges of the 5th finger
C4020787	subcoronal hypospadias
C4020788	xy female gonadal dysgenesis
C4020789	abnormal sperm development
C4020790	medullary sponge kidney disease
C4020791	absent or rudimentary fallopian tubes
C4020799	midthoracic hemivertebrae
C4020801	respiratory complex ii deficiency
C4020803	abnormal type ii collagen
C4020804	abnormal hyaline collagen
C4020805	athyroidal hypothyroidism
C4020808	everted lower eyelids
C4020811	length dependent motor neuropathy
C4020812	abnormality of the anterior horn cell
C4020815	agenesis of incisor
C4020816	absence of incisors
C4020825	irregular capital femoral epiphysis
C4020827	neonatal hemolytic anemia
C4020835	flared humerus
C4020839	multiple vertebral anomalies
C4020840	abnormal vertebral bodies
C4020844	bullet vertebral body
C4020847	abnormality of pelvic girdle bone morphology
C4020848	aneurysmal disease
C4020850	generalized trichodysplasia
C4020851	cortical white matter abnormalities seen on mri
C4020854	neuro-degenerative disease
C4020858	choreatic disease
C4020859	pyramidal tract disease
C4020860	supratentorial atrophy
C4020861	depressed philtrum
C4020863	blood platelet disease
C4020864	abnormality of the haematopoietic system
C4020865	fibular polydactyly
C4020866	equinovalgus deformity
C4020867	persistant truncus arteriosus
C4020869	abnormality of the abdomen
C4020870	abnormality of the hip joint
C4020871	dystonic disease
C4020872	cranial nerve abnormality
C4020873	infratentorial atrophy
C4020882	abnormality of the backbone
C4020883	hypoplastic sternum
C4020884	anxiety disease
C4020889	cornela disease
C4020892	capuchin ears
C4020895	genitourinary dysplasia
C4020898	overactive bladder syndrome
C4020902	abnormal urine alpha-ketoglutarate concentration
C4020911	herpetiform corneal ulceration
C4020912	flared humeral metaphysis
C4020948	palmar telangiectasia
C4020952	fingernail dysplasia
C4020953	abnormality of vertebral epiphysis morphology
C4020957	abnormal trabecular bone morphology
C4020958	rough bone trabeculation
C4020960	abnormality of nail color
C4020961	displacement of the external urethral meatus
C4020966	abnormal vertebral ossification
C4020968	abnormal localization of kidney
C4020969	inflammatory abnormality of the eye
C4020971	abnormality of lower limb joint
C4021020	non-midline cleft lip
C4021025	synostosis of carpals/tarsals
C4021028	pseudo-fractures
C4021038	abnormal circulating renin
C4021081	absent nail of hallux
C4021095	abnormal hypothalamus morphology
C4021098	abnormality of natural killer cells
C4021107	non-obstructive azoospermia
C4021108	anterior wedging of t12
C4021111	short 5th toe
C4021133	left ventricular non-compaction syndrome
C4021152	abnormal cns myelination
C4021157	generalized abnormality of skin
C4021160	posterior plagiocephaly
C4021164	bicoronal synostosis
C4021167	tapered toe
C4021175	microtia, first degree
C4021189	underdeveloped superior crus of antihelix
C4021222	impaired temperature sensation
C4021228	gonadal neoplasm
C4021235	1-5 toe syndactyly
C4021241	abnormal foot bone ossification
C4021242	hypoplasia of the zygomatic bone
C4021243	abnormality of thalamus morphology
C4021252	abnormality of the epiphysis of the femoral head
C4021253	undulate clavicles
C4021254	cutaneous finger syndactyly
C4021264	abnormality of the ventricular septum
C4021296	flexion contracture of the 2nd toe
C4021301	ivory epiphyses of the distal phalanges of the hand
C4021305	small epiphyses of the phalanges of the hand
C4021333	mesoaxial foot polydactyly
C4021335	short distal phalanx of hallux
C4021343	broad hallux phalanx
C4021360	partial duplication of the distal phalanx of the 3rd finger
C4021365	partial duplication of the distal phalanx of the 2nd finger
C4021370	duplicated thumbs
C4021377	prominent crus of helix
C4021383	broad middle phalanx of finger
C4021385	abnormality of the distal phalanx of finger
C4021386	abnormality of the elbow
C4021390	symphalangism affecting the phalanges of the hand
C4021391	broad phalanges of the hand
C4021392	fibrous syngnathia
C4021395	abnormality of the antihelix
C4021398	metacarpal synostosis
C4021399	finger symphalangism
C4021427	complete duplication of distal phalanx of the thumb
C4021431	abnormality of the vestibulocochlear nerve
C4021432	triangular shaped proximal phalanx of the 2nd finger
C4021435	short middle phalanx of the 2nd finger
C4021438	short distal phalanx of the 2nd finger
C4021454	triangular epiphysis of the proximal phalanx of the 2nd finger
C4021455	enlarged epiphysis of the proximal phalanx of the 2nd finger
C4021465	pseudoepiphyses of the 2nd finger
C4021469	short 3rd finger
C4021480	pseudoepiphyses of the 3rd finger
C4021487	triangular epiphysis of the proximal phalanx of the 3rd finger
C4021488	enlarged epiphysis of the proximal phalanx of the 3rd finger
C4021490	triangular epiphysis of the middle phalanx of the 3rd finger
C4021499	short distal phalanx of the 4th finger
C4021520	abnormality of cerebral artery
C4021523	upper limb amyotrophy
C4021524	abnormality of adipose tissue
C4021525	abnormal pelvis bone ossification
C4021528	pelvic girdle amyotrophy
C4021533	severe sensorineural hearing impairment
C4021534	adult onset sensorineural hearing impairment
C4021541	anterior beaking of lumbar vertebrae
C4021546	abnormal mitochondria in muscle tissue
C4021553	periodic hypokalemic paresis
C4021559	retinitis pigmentosa inversa
C4021564	hypoplasia of the lacrimal puncta
C4021566	progressive cataract
C4021568	cortical pulverulent cataract
C4021571	abnormal vestibulo-ocular reflex
C4021573	patchy hypo- and hyperpigmentation
C4021578	chronic axonal neuropathy
C4021581	distal upper limb amyotrophy
C4021584	frontotemporal cerebral atrophy
C4021592	unilateral primary pulmonary dysgenesis
C4021598	distal tibial bowing
C4021599	flat distal femoral epiphysis
C4021606	mesoaxial hand polydactyly
C4021607	proximal symphalangism of hands
C4021610	bilateral lung agenesis
C4021618	polysyndactyly of hallux
C4021621	absent fourth finger distal interphalangeal crease
C4021622	2-4 toe cutaneous syndactyly
C4021626	lethal skeletal dysplasia
C4021627	bilateral triphalangeal thumbs
C4021629	absent ossification of calvaria
C4021631	abnormality of the tracheobronchial system
C4021633	patchy palmoplantar keratoderma
C4021634	abnormality of bone marrow cell morphology
C4021637	abnormality of the nares
C4021638	absent nasal septal cartilage
C4021642	abnormality of the achilles tendon
C4021645	recurrent abdominal hernia
C4021648	fava bean-induced hemolytic anemia
C4021649	short fifth metatarsal
C4021652	anterior wedging of t11
C4021657	abnormality of bone mineral density
C4021664	abnormality of the abdominal wall
C4021681	short distal phalanx of the 3rd finger
C4021684	sclerosis of hand bone
C4021688	ulnar metaphyseal irregularity
C4021692	radial metaphyseal irregularity
C4021695	hypoplastic radial head
C4021723	short middle phalanx of toe
C4021730	junctional split
C4021731	pyrimidine-responsive megaloblastic anemia
C4021735	abnormality of the hip bone
C4021739	abnormality of the acetabulum
C4021741	abnormal cortical bone morphology
C4021742	abnormality of the humerus
C4021743	abnormality of the patella
C4021744	abnormality of the wrist
C4021746	abnormality of the ilium
C4021750	abnormality of the femur
C4021753	abnormality of the immune system
C4021756	thickened superior cerebellar peduncle
C4021758	delayed cns myelination
C4021759	generalized myoclonic seizures
C4021761	morphological abnormality of the pyramidal tract
C4021762	abnormality of the cerebrum
C4021769	short 2nd toe
C4021770	clinodactyly of toes
C4021771	short distal phalanx of toe
C4021772	bifid distal phalanx of toe
C4021774	camptodactyly of toe
C4021775	high-frequency sensorineural hearing impairment
C4021776	abnormality of the voice
C4021779	abnormality of the calf musculature
C4021782	abnormality of the fingernails
C4021784	interphalangeal joint contracture of finger
C4021785	abnormality of the metacarpal bones
C4021787	abnormal diaphysis morphology
C4021790	abnormality of the skeletal system
C4021792	abnormality of the clavicle
C4021794	abnormality of the adrenal glands
C4021796	renal steatosis
C4021797	abnormality of the thorax
C4021801	lacrimation abnormality
C4021803	abnormality of the eyelid
C4021805	abnormality of the nasal bridge
C4021806	prelingual sensorineural hearing impairment
C4021808	abnormality of earlobe
C4021809	abnormality of the inner ear
C4021812	abnormality of the head
C4021813	oral cleft
C4021814	accessory oral frenulum
C4021815	abnormality of the palate
C4021816	abnormality of the gingiva
C4021818	abnormality of the ovary
C4021821	abnormality of the urinary system
C4021822	abnormality of female external genitalia
C4021824	postaxial polysyndactyly of foot
C4021826	abnormality of the renal tubule
C4021830	bilateral camptodactyly
C4021831	hypohidrosis or hyperhidrosis
C4021835	sacral lipoma
C4021847	abnormal cartilage collagen
C4021849	conjunctival hamartoma
C4021865	long distal phalanx of finger
C4021883	abnormal liver function tests during pregnancy
C4021884	bilateral choanal atresia/stenosis
C4021885	atrial cardiomyopathy
C4021902	short corpus callosum
C4021906	splayed epiphyses
C4021910	narrow foramen obturatorium
C4021951	vertebral body sclerosis
C4021959	round ear
C4021966	abnormality of the periungual region
C4021971	peripheral arteriovenous fistula
C4021972	urogenital sinus anomaly
C4021975	abnormality of the tonsils
C4021976	abnormality of the lymphatic system
C4021977	visceral angiomatosis
C4021984	abnormality of the soft palate
C4021989	abnormality of the thoracic spine
C4022001	abnormality of the cerebral vasculature
C4022003	erectile abnormalities
C4022016	abnormality of the preputium
C4022020	mucosal telangiectasiae
C4022024	upper limb asymmetry
C4022143	unilateral cleft palate
C4022148	abnormality of the dentate nucleus
C4022180	lipomas of the central neryous system
C4022183	synostosis of joints
C4022253	fragmented epiphyses
C4022389	abnormality of the mesentery
C4022417	degeneration of the striatum
C4022662	abnormality of lateral ventricle
C4022693	posteriorly placed anus
C4022695	abnormality of the labia majora
C4022707	abnormal scrotal rugation
C4022715	hypoplastic female external genitalia
C4022716	bilateral breast hypoplasia
C4022756	profound hearing impairment
C4022798	abnormal brain fdg positron emission tomography
C4022810	abnormality of nervous system morphology
C4022850	hypoplastic thumbnail
C4022867	spider hemangioma
C4022873	small pituitary gland
C4022874	abnormal size of pituitary gland
C4022878	descending aortic dissection
